rating,label,review,length
1,genuine,"Go with your gut for sizing, you'll be better off.",10
3,fake,"I would give it a 5 stars, as it is a very nice light for the price.Great product.",18
5,fake,"An early and unexpected bereavement, an unexpected loss, and a surprising return to a life of adventure.

I had a lot of fun with this book and I'm sure it will be a good read for all of us who grew up in",43
3,genuine,"I actually had one dose without any medication in it. I m sure it was a manufacturing snafu but none the less.... Also, it works but doesn t seem to last for 30 days...more like 2.5 to 3 weeks.",39
1,genuine,"The story was absoulutly horrible and on a rating from one to ten, it would be a negative five.  It would not be worth a cent, to even a book deprived orphan.
  For starters, it has no plot, whatsoever.  The closet thing to a plot that can be found, if you have the time and patience to look, it that, if your a mermaid, don't be annoying.
  For the mermaid in the story is beyond annoying.  She gets to the point that you just want to wring her scaly neck.  She talks back, is stubburn and rude.  And yet the two main characters in the story LIKE her!
  The story starts with these two incredibally boring girls who (fortunatly) are moving away from each other, soo.  I don't know if I could stand another sentance of ""I'll miss her so much"" or ""I wish I could go back in time.""  They the spoiled mermaid and set her up with this nice guy, who, incrediable, likes her.  It would be more likly that he would be struck by lightning, than to the find and like this mermaid.
  But all bad things can't last for forever, much to my pleasure, and the mermaid goes back to the sea, before dieing from lack of salt (booo!!!).  Then, in the end, the guy must turn into a fish, or something, because he goes out to live witht he mermaid.  They should have just had the mermaid into a fish fillet.
  If I could go back in time, I would have never read the book.  Sitting in school would have been better than reading that book.",271
5,fake,"About two years ago we had an issue with the instructions for opening and closing the doors.  The instructions are not very clear.  There are some basic instructions, but it is not clear that the doors are going to open and close.  If you are looking for a good learning tool for a 2 year old, the steps are not very easy.  I think this is a good learning tool for a 2 year old.  The only reason I gave it 5 stars is because of the small size of the doors, but I would buy this again for our little one.

Overall, it's a great learning tool for a 2 year old.  We bought it for a Christmas gift for our 2 year old who has learned to use the sounds.  I would recommend it for a 3 year old who is learning to use sounds as well as words.  We are not sure if it is a good tool for older",163
5,fake,"Flame will definitely have you reading it, as well. I will admit that I was a bit nervous about reading this story, but I was intrigued by the characters, the story, and the story's connection to the world of Evil. The characters are well developed and the storyline is full of action. The storyline is quick and easy to follow and the ending is satisfying. I really enjoyed this story. It had me wanting to know what happened next, what happened to the main characters, and what happened to the others. I would definitely recommend this story to any fantasy fan. I highly recommend this book. I am looking forward to reading more from this author.This was a very good book. I enjoyed it and was looking forward to reading the rest of the series. I would recommend it.This is a good story with lots of twists and turns. I would recommend this book to anyone.I really enjoyed the book.  It was a quick read.  I liked that the author didn't just draw me in.  I was very drawn to the characters.  I would recommend this book to anyone.  I received this book in exchange for an honest review.  I received this book in exchange for an honest review.  I received this book in",214
4,fake,Fun project for a 7 yr old and she loves it.  She also loves the music and the colors.My grandson is obsessed with,23
5,fake,"I actually ordered two of these for my son's third birthday. He loves the figures and the colors are bright and vibrant. He also loves the game, so it is a nice addition to his collection.",36
3,fake,"this thing is really cute, and has the pieces to make it a lot more interactive.  If you're a fan of the show, this is probably the game for you.  This is a game that plays fast and plays well, and it's definitely worth the money.
",46
4,fake,I never saw anticipation written into my head. I was expecting a lot of action and suspense. There was a lot of sexual tension and then the beginning of the book was boring. It was hard to get into the story.,41
4,genuine,Great sock - gives enough toe room so that at the end of the day my toes don't fee squashed. Four stars because they are difficult to get on.,29
5,fake,"Actually I'd like to give this book 3 stars because it is a very good read. It has a lot of heart and it is a very good story.

This is a great book to read and it is a good book to read. If you like to read and you have a love for a good story, this book will make you feel good about yourself and your life.

This book is about the life of a",78
4,genuine,"Purchased the G-3 with 14-42 kit lens plus a 45-200 and 20mm lens for travel.  I am a serious digital outdoor/travel photographer but tired of traveling with 28+ pounds of pro. level equipment.  I was looking for a ""go light"" quality built camera with lot of features and adjustments.  It came down to the Panasonic Lumix G-3 or Olympus Pen.  The Panasonic won the contest because it has both and high quality LCD screen AND a high quality viewfinder (although it is electronic not optical.)  In addition the LCD screen folder out and rotates270 degrees which is a very handy feature.  If you want a smaller 4/3 camera and are happy with just the LCD (no viewfinder) the Olympus may be a bit better camera.  The G-3 is much much lighter and smaller than my Canon 5D.  The only serious limitation is with the available reasonably priced lenses, the are relatively slow compared to more expensive 35mm camera lenses.  This is the reason for the 20mm lens, at F1.7 it is better for lowlight indoor or outdoor shooting.",178
5,fake,"As my first time reading this book, I was intrigued by the plot, the characters, the historical background and the historical setting.",22
4,fake,"I  was offered a $60 free shipping on return for a return for my purchase.  I returned it.  The plastic parts are very clear, and the cover is very sturdy.  The only complaint I have is that the case is very thin and doesn't protect the tablet perfectly.  It's a shame the case has a ""plastic"" feel to it.  I wish I would have paid more for a case that would have protected it a little better.  Overall, I'd give it 5 stars,",83
5,genuine,This bucket has helped me minimize my car-camping gear.  I used this on my last trip as my shower bucket.  I have a battery powered shower head and this was the perfect amount of water for one quick shower.,39
5,genuine,"Gutted!!! I really don't know how else to describe how I feel right now. You have done it again Megan, and I am so anxiously waiting for the 5th installment to Filthy. Bravo I say, BRAVO",36
4,fake,"This book was quite refreshing.  I liked the characters and the history.  The characters were well developed.  I liked the fact that they were both strong and determined.  I liked that they were both in their own right.  The ending was sweet and sweet.  The writing was great.  I liked the fact that they were both in their own right.  I also liked that the ending had a happy ending.  The only reason I didn't give it five stars is because I wanted to know what the future holds for them.  I was disappointed with the ending.  I think it would have worked better if the next book was not as dramatic.  I was left wanting more.  I would recommend this book to anyone who enjoys romance.I've read all of the 3 books in this series.  I have no idea how to put them down.  I was really excited to read this book.  I love this series, and I can't wait to read the next one.  This is a very good book.  I don't want to give away anything, but I will say that the story is well written, and I loved it.  I will read more of this series.  I look forward to reading more by this author.

I received an ARC for my honest review.This is a very sweet story about a young girl who wants to help a man to become a doctor.  She also has a wonderful way of making people see",246
5,genuine,This water additive is wonderful. We'be been using it for several months now. Our dog's  and cat's teeth and breath are white and doggie breath is neutralizes now. I'll continue to have a supply in our home.,37
5,genuine,"This was more of a little gift to my girlfriend than to the dog who would probably be happier without it.  It looks especially nice on our little fluffy white dog.  The bells produce a faint tinny sound that is barely audible.  Depending on your perspective, that may not be such a bad thing.  I'll give it 5 stars.  After all, what more could you reasonably expect?",67
4,genuine,"Good story . Never found out  how the virus turned people into zombies. The end of story leaves avenue to continue with another attempt to rescue, Alex's family he just heard his parents and brother are still alive in a camp on Wales. If you like zombie stories you will enjoy ""Rain"".",52
5,genuine,"I love the design and it holds quite a number of bags.  It seems to be made very well
and very cute",22
1,genuine,"I hate to see the rating on this film misrepresented so I have to rate it.  Aside from the lousy picture and sound, the movie stinks.  Hard to believe both John Sturges and Charles Bronson were involved in this schlup, if that's even a word...",45
3,genuine,"I am a HUGE fan of the Gamache series but this book is the first where I had to force my self to finish.  The plot and events just didn't flow as well as they had in past books in the series.  The characters in the book didn't like or have the desire to do what they wanted and quite frankly, by extension, neither did I.  Let's hope the magic is back for the next.",75
5,genuine,This is super cute and I love the little birds. I just wish there were more of them.,18
4,genuine,"Mine stays true to its size, but the red color on the print is duller than it is in the picture. The material is pretty thin. I'll update if it wears off after a few times of washing.",38
5,genuine,I think this book is one of my favorites of the series. All are good. This is my second time reading the books.,23
5,genuine,"Great fit. I recommend spending a bit more to buy these high quality gloves, instead of burning through pair after pair of the cheaper gloves. I found that I kept wearing holes in the fingertips of the other gardening gloves, resulting in fingernails full of dirt. These have reinforced fingertips.",50
4,genuine,I enjoyed this book almost as much as the Hannibal Lector series by Thomas Harris.  I was astounded that a new author could push all the right buttons in this psychological thriller. This being the first book in the series I am going to read the next book.,48
5,fake,I love Black Books!  I love the movie.  My husband and I both love the movie.  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie!  Great movie! ,62
5,genuine,I was fortunate to watch the entire series on TV and I knew I had to add this to my library. I am a baby boomer and I can relate to a lot of the history that Oliver Stone presented. I have always been history nut and this series brings to light the behind scenes in American Politics and Big Money. Thank-you Oliver Stone for your contribution to the history of the United States,74
5,fake,This documentary is one of the most entertaining and poignant documentaries I have ever seen. I have seen it twice and am very happy I did. The film is a tribute to the late great actor Christopher Walken. The film is very informative. I really enjoy this show. I love it. I love the way it shows the different ways people are different from each other. I love the characters and the show is very interesting. I think that this show will be a great addition to my collection. I have watched this movie many times.,96
5,genuine,"Keep on writing!!! I absolutely loved this second installment . Your stories keep getting better and better, I cannot wait for book three!",23
5,genuine,Somewhat sad to finish volume 3. Hard to get anything else done when I was so engrossed in this amazing story.,21
5,genuine,"I researched this and similar products before purchasing two of these SanDisk flash drives.  After having used them for about a month I find the product meets my expectations.  Not only are these flash drives great, they are a very good deal at the price I paid, which was much less than purchasing locally for less quality.",57
4,fake,"The features mimic, and the sound quality is as good as I expected.

The only downside is that the range is limited. The subwoofer is a bit louder than I expected but it's not as loud as",37
5,fake,"This is a good series, but the characters are just too real. There is a lot of time spent on the West Coast, which is why the characters",28
5,genuine,The big cards make playing this game so much easier.,10
4,genuine,"Too small for my Golden Retriever, so I returned them.  But, they looked sturdy.",14
5,fake,"Great cap, great craftsmanship. It looks great and the materials are good. I also like the fact that the cap is adjustable. The plastic part is also adjustable, and the cap is very large. I have had no issues with the cap becoming loose.",44
3,fake,"I think it's cute and looks cute, but it doesn't really work for my kids.  They have so much fun with it, but they're not very interested in",28
5,genuine,"My review is based on the fact that these cost a quarter of the equivalent at a big box store and way less than the best

I don't make a living pulling cables but I have, at times, helped installers run network and power cables at home and the office. So I do have some exposure to expensive brands of fish rods. I am putting in a home theater system with a projector in my daughter's playroom and I decided to do-it-myself as a bit of weekend therapy. Now, knowing I was going to use the rods only a few times I did not want to spend more than was necessary. So these rods seemed to fit the bill and I figured I could return them if they were really bad. I imagine I'm a fairly typical user of this product in that you buy it for one or two projucts and that's it. A professional would not find these durable enough for daily use.

Yes, they are a little thin but I was only putting cables into mostly internal wall spaces and not needing to run them over and around complicated obstacles. Unless of course you count insulation and AC wiring cables!  I found no problem with the brass ferrules and not once did I have any issue with the ends breaking off but remember I was only using them for a day. It might have been helpful if they were a little thicker pushing by insulation but it really wasn't that bad. Once the extra  flexibility was really helpful. I was using only two or three at a time.

One last thing - I have seen the price of the rods change by $10 or so from one day to the next, Use camel camel camel dot com to check on pricing if you are not in a rush",311
4,fake,"This is a really great product. The only problem is that it's kind of hard to put on. If you want to get your cat to get the harness off, you'll have to go through a little effort to put it on. Otherwise it's very sturdy and well",48
5,genuine,What a great look into to past history of USA.  Words come directly from the journal of Solomon.  Very authentic.  Very sad part of our history of cruelty.,28
4,fake,I received a review copy of this book in exchange for an honest review.This was a great read.  I had a lot of fun with the characters and the storyline.  This was a good book to read in a short time.This was a very good story. The characters were well developed. I liked the story and the storyline. I hope it continues to be a great series.This was a very good book. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author.This was a very good book. I enjoyed it and was looking forward to reading more about the family.I like how it was a good start to a series.  I look forward to reading more.This was a really good story.  It was not a bad book but I would have liked more of the story.  I would recommend this book to all.The story was ok.  I didn't feel like it was a fast read.  I found myself skipping pages and was frustrated by the length.  I would have liked to have more of the characters.  It was a good story.  I will read more from this author. ,219
5,genuine,"this thing is great, you can copy your digital stuff in here, can you believe it?",16
4,genuine,"When ordering don't make the mistake I did and confuse the ""radius"" description with diameter. The radius is twice the diameter. If you want a 1/4"" wide bead get a 1/8"" radius bit.",33
5,fake,"A really good read on a topic I thought was a bit of a stretch for me.  I wasn't sure if it would be worth the effort, but it was a very enjoyable read",34
5,fake,"Wish it was a little more bulky, but it is a great deal for a small person.",17
5,genuine,"Stefan and Claire are truly engaging characters and their emotions are honest and raw. The turmoil and conflict which confronts and divides them results from human trauma which could threaten the strongest relationship.
`Forget me Not', by Nina Blake, is beautifully written, the intrigue is gently presented and is skilfully unravelled against the striking backdrop of Australia's Sydney Harbour.
An absolute page-turner.
Highly recommended.",64
3,genuine,"Based on reviews I was really hoping these would cut the dogs nails like butter, but found them no more effective or easier to use than the cheaper versions I bought at a local box store.  They do the job but not quickly and easily as I'd hoped.  Disappointed.  Maybe the tool I am dreaming of doesn't exist?",58
4,genuine,"I like this product line, and have had these for years.  This model is a bit odd, seems a bit less thick and sturdy a material than others that I've owned.  I'm sure it will be fine, but it isn't quite as good as the older models.

When using this, if you do big activity with you dog, like chasing a ball with a long leash attached, if they go too far and pulls on this too much, it can come unsnapped.  It has happened a few times while at the park, while the dog is chasing the ball, with a 25 foot leash attached.  The plastic snaps come undone, somehow, and thankfully my dog doesn't realize it and I can re-secure it quickly.",124
1,fake,"Thought this would be good for an electric kettle, but I didn't want to throw away the extra space. I had to replace a couple of the plastic",28
5,genuine,"These baking mats are wonderful.  My cookies come out perfectly browned, and I don't have to scrub the baking pan.",20
5,fake,I love how the girl who has the most trouble in the world becomes one of the most powerful.,19
5,genuine,I filled this little guy up with waterproof matches and have to say that the capacity is relatively small but this is only a backup fire source. I feel much more at ease carrying this as a back up along with my matching Exotac nanoStriker! The best part is that this piece is made in the USA so you know that your receiving a quality product.,66
5,genuine,"The material is durable and plush at the same time. I went by the size chart and the harness fits my dog great. It looks amazing!! I absolutely love it, people ask me all the time where I purchased it.",40
4,genuine,"Used these for a Halloween costume. they fit as I thought they would, but the color was a little different than it looked here, but it wasn't so different that it was unwearable. I like that there were so many pockets and places to put things. I didn't even have to carry a purse or anything all night. iT was wonderful lol.",62
5,genuine,"Two very enjoyable movies. I have watched them at least a couple of times each. With all of the junk that's
out there on the market, it's nice to watch movies without all the filthy language and blood & guts.",40
5,genuine,"Beautiful dragon, bought him for me but my daughter stole him so guess I need to get another, lol!!",19
5,genuine,"This is a fun look at what we thought the future was going to be.  The show was skipping over a few things from the Movie but is humorous to watch,",31
5,fake,Bought this for my Bosses and it was the best part of it.  He loves it and we have two,20
4,genuine,"This box includes tattoos for both boys and girls which is great.  Most the kits in the store are for boys or girls, but not both.  If you have girls who are not girly, this is a good option.",39
3,fake,"This was a pretty cheaply made set, but it is pretty comfortable. I have a wide foot and a",19
5,fake,"Holy smexiness!!! What a delicious, sweet, and sexy love story!  This is the first book in a series by the author I have read and I have enjoyed every one of them.  I am so excited to be reading more of this series.I really enjoyed this book. The characters were strong, likable, and funny. I can't wait to read the next book in this series.This book was very good. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author.This was a very good book. I enjoyed this book. I enjoyed the characters. I think the main character is awesome. I loved the way the story ended. I think it was a good story. I wish it had been longer.I enjoyed the book.  I didn't get a good read of the",161
5,genuine,"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount.",16
5,genuine,i lchose it because i read the 1st book of the trilogy and i like the period description although it was europe dark age,24
5,fake,"Gaiman does it again! I've been a fan of the series for a long time, and this one is a keeper.  The characters are both well-developed and the plots are very interesting.  The book is very well written, and the ending is as abrupt as it gets.  I highly recommend it to anyone who enjoys mysteries, thrillers, and mysteries with a strong female lead.I just finished reading ""The End of the World"" and I",74
5,genuine,This was a most interesting short and sweet story. Knighthawk and Abby were great characters. The setting in the Alleghany  Mountains sounded beautiful. Knighthawk (Zane) had built his very  nice cabin and furniture and the rest you should enjoy yourself.,40
5,genuine,"A guided travel brochure through ancient and Renaissance Europe full of fascinating architecture, museums, and paintings from our past. Combine this with a first rate thriller of a ride through an Orwellian vision of the earths future, headlong into the debate underway in the field of bioethics and the current disasters facing the world; a philosophical treatise woven in with Dante Alighieris Divine Comedy, and we have Dan Brown at his best. This book is a thinking persons fun experience!",80
4,fake,"I purchased these scoops, which are a little smaller than I was expecting.  They are a bit larger than I expected, but I am happy with the quality and the price.  I have used them twice and they still look like they will last.I bought this to replace a broken machine I bought 2 years ago. I did not want to be the one to break the machine. I wanted to get a new",74
4,fake,I've been using this for a couple of weeks now and I'm very happy with the results. It is so easy to use and the attachments are very easy to use. The only thing that I do not like is that the lid is very small. This is why I ordered this for the price. It is a bit smaller than I thought but I think it,67
5,fake,"What's not to love, it's a real professional quality product. I will keep my money!Very pretty.I bought this for a friend,",21
5,genuine,"Not my first rodeo with these tools. Top notch seller, also arrived well before slotted date. Use as it was intended to be used and this well built pro tool will meet your needs and then some. Bill in W.V. Update 11/17 Still going strong, and has out lasted my m12 Milwaukee. Started in late 70's at Pontiac dealership with air ratchets, they were great back then, but you was always watching the hose as not to drag across customers car even with finder covers. Much better tools. The only problem is I'm the one wearing out too fast. Honestly great tool, Bill",103
5,genuine,This is great!  My hubby can have a little bit of the nerd in him in the kitchen without me going crazy.  It's a fun little decor that doesn't take up too much room.,34
5,fake,This book was so good.  I couldn't put it down.  I just wanted to say to my,17
5,fake,Just used for Thanksgiving.  We have had the same pans for about a year now and have used them twice.  They are the most solid and sturdy pans we have had.  They are easy to clean and dishwasher safe.  The size is perfect for me.  The handle is long enough to hold a medium,54
4,genuine,My girls love it. Excellent customer service! My only complaint is it's super easy to come apart. The part the doll lays on keeps falling.,25
1,genuine,"Customer service/warranty from this company is non exsistant. I have the largest one of these bowls and the stem on the bottom broke which then would not allow the water to flow up through the machine thus defeating the purpose and rendering it trash. I called customer service and they refused to replace it and told me to buy a new dome (the whole part that holds the water) for $59! More than the whole machine! I was then forced to glue it. Like other reviews have said, the dome leaks also. If you flip it over (right side up) after filling it any where but over the bowl, you will get a huge mess. The power plug gets extremely hot which is a safety hazard. Where the water flows down the side at the top, there are slits under the gray ring which allow the water to roll down the dome...you cant get to those very easy for cleaning and they become black with mold fairly fast (pretty nasty). If you have hard water, forget it because it will never come clean. I was very very disappointed with this and even more with the companies lack of care in their product especially since I have owned older models for my cats in the past.",215
5,fake,"I loved all four seasons, and I am very pleased with all three seasons. I am not a fan of the old classics, so I am not sure if I would watch it again.The family had no idea that this film was going to be as good as it was.  I had a lot of fun watching the family get together and learn more about their childhood.  I will watch it again. ",72
5,fake,"Well, truth be told, I was caught up in the story. The story starts out with a self-help book called The Great Prepper Book, which is a great reference for anyone who is looking to learn more about how to prepare for the American diet.",45
3,fake,"I would have thought that this would be a very comfortable shoe.  However, I was disappointed.  There was a hole in",21
5,fake,Another amazing book! I've read all of the Lord's books and this one is just the best one.,18
2,genuine,Bought this with great anticipation of this Hemingway biopic but it just seemed to go on and on ad nauseum..,20
5,genuine,"Serves it's purpose. Nice inside compartment to put cable and other things. Not Bulky, pretty much the same size as the speaker itself.",23
5,genuine,"I got this for toting my work laptop back and forth, and it is perfect, most especially for the price. There were no noticeable finishing issues.

Nicely made, with decent padding in the straps and back. There is sufficient room for a large laptop, cords and cables, some notebooks, and whatever else I need for the workday. It would not have been sufficient for school textbooks and the like, but is more than adequate for work.

I'm very petite, and while the bag is small, the straps and overall design are a bit out of scale for me, so if you are small also, you might feel a bit like a tortoise with too big a shell. The straps and the size of the pack are somewhat unwieldy- I'm 5'3"" and hover around 125 lbs depending on recent pasta/beer/pie intake.

I've read some complaints about the Tannin color- a dark red wine color. It's a traditionally 'feminine' color (whatever that means) - don't buy it if you don't wearing things that are the color of cabernet sauvignon/merlot/syrah and do buy it if you do.",184
5,genuine,Love this movie! Now I can watch it whenever I want!,11
5,genuine,"Update (8/2/2014):
It has been two years and the switch is still working great.

Update:
I wrote an email to Leviton's complaint department after my switch stopped working and after reading all of the negative reviews.  The next day a nice lady called me and told me that they did have a manufacturing quality problem with these but corrected the problem over a year ago so I must have received old stock from the store that was never shipped back.  She said she would ship me a replacement and not to worry about returning the defective one.  The GFCI switch arived a few days later and has been working great since.  I will be sure to come back and update this review if the switch fails again.  Thank you Leviton for doing the right thing.
By the way don't bother calling the ""technical service number"", they can only tell you to send the product into their warranty center.  Write them an email at info@leviton.com

old review:
Bought this switch from the local home improvement store.  The switch stopped working reliably after about 1 week.  You have to switch it back and forth and press down on it hard to get the light to stay on.  The GFCI outlet seems to work fine.",212
5,genuine,My wife loves it and uses it lot on our induction cooking range where iron content is required.  The pan is heavy but the opposing handle is very helpful.,29
5,fake,"Beyond the Cage by Alana Rosi

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins Above Me by Stephanie Scott

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

Wins With A Broken Heart by Alana Rosi

W",159
4,fake,when I unwrapped it the wheels broke and the wheels broke too.  This is a great toy.I bought this for my son for,23
5,fake,"I think everyone wears scrubs, but I bought a size 11 in a size 12 in a size",18
5,genuine,"Wow. This for me is just vastly better than War and Peace. Instead of trying to sketch the entire Russian world, here he focuses in on 2-3 interrelated families. The psychological depth Tolstoy creates for Anna, Vronsky, Levin and all the rest of these people is just incredibly vivid. You feel their insecurities and longings like they're your own. The dialogue, both internal and external, is fantastic, and each character feels so real, so totally brimming over with this little moments of honesty and pathos. And the whole thing is grounded in small sensory details which make this whole world come vividly alive on almost every page, whether its a description of a nightgown flapping in the breeze, or the sensations of a hunter walking through the woods before dawn. There's no end of life in this book. Sorry to gush so much, but I'll be damned if this isn't one of the best crafted, most perfectly balanced 'big' 19th century books I've ever read. I'd recommend this to anyone",170
2,genuine,"I guess ""Winter Outdoor Cycling"" only applies to California or Florida winter. I'm in Boston, worn today, and my finger tips froze during 5 min walk from my house to T station. I didn't expected too much since i'm living in crazy weather,66+inches of snow less than a month, and  it also looks that way, but it didn't work at all. How can they advertise as Winter Outdoor cycling glove? I'm sure your fingers will froze to cut off in early spring, if you really biking with this. I too cycle and commute by bike

One pro I found is that works well with touchscreen",105
5,fake,"The is one of those things that you want to try out if you need a new router.  It's not the best router, but it is the best one.  I used this to connect my older router to a new router from a different brand and it worked great.  I haven't used it with a new router, but I have a new",62
5,fake,"It's a very cute outfit, but the quality is just not good.",12
5,fake,was the perfect birthday gift for my granddaughter.  She loved it.My son loves this!Great,14
5,genuine,"My son loves these, he is an above average height 5 year old. They are definitely a little small on coverage, but this allows them to not get in the way but still protect him.  They are easy for him to get on and off himself, and WAY better than those super annoying and utterly terrible sock shinguards.",58
5,genuine,"I, more than my dog, love this.  Way too cute.",10
4,genuine,"I had mild expectations for this product, after all it was just a toilet set right?  I was pleasantly surprised as they way the seat attaches to the bowl is unique and allows for easy removal for cleaning.  I like that!  The only issue is that the seat is so glossy it shows every fingerprint and water spot.  Maybe it will degloss some overtime.",64
4,fake,"It's really fun to play. We have the Brio and Tamiya GX2, and the older ones are fine. The newer ones are fine, but",24
5,fake,"perfect, i would recommend this product.Great quality and comfortable fit.  I have a wide foot",15
4,fake,"This was a gift for my wife and she loved it.

The only reason I gave it four stars is that it's",22
4,fake,"The entertaining story of a woman who is an alcoholic and has a history of alcohol abuse.  The story is told from the perspective of a woman who is a ""good"" alcoholic and is taking a course in alcohol abuse.  The story is told from the perspective of a woman who is a ""bad"" alcoholic and is taking a course in alcohol abuse.  The story is told from the perspective of a woman who is a ""good"" alcoholic and is taking a course in alcohol abuse.  The story is told from the perspective of a woman who is a ""bad"" alcoholic and is taking a course",106
4,genuine,"I love sports romance, but hockey romance is by far my favorite! I now have read all seven of these fabulous Carolina Cold Fury Hockey romances and I have loved them all for different reasons. They all have different types of twists to each of them. Now I have a new favorite, Roman! I loved it and flew through the pages!

I am not going to rehash the story for you as the synopsis gives you a good set up of what the book is about. There is drama. there are steamy love scenes between Lexi and Roman, but it is a slow build with lots of flirting and innuendos and they are so sweet together. It is wonderful to see how their growing infatuation turns into a deep caring relationship.

The new twist to this book is there is a concurrent love story developing between Brian Brannon (Lexis father that she recently found out about from her dying mother) and Lexis free spirited boss Georgia! Lets just say Georgia really knew how to loosen up that stuck-up suit! Another twist is the family dynamics between Brian, Lexi and her half-sister, Gray. Gray had a hard time adjusting to the idea of sharing her father (Brian). Gray, as general manager of the Cold Fury, had issues with Roman and his personal and professional trouble making ways. Roman didn't like her management style, so they agreed to disagree and their disdain for one another put Lexi in a bad position; choose between her new family or the man she was falling in love with.

If you love sports romance that has a bit of drama, fun banter, steamy scenes, touching moments, and crazy secondary characters, then give this book a try. You won't regret it!",294
3,fake,"We got this toy as a gift and thought it would be a nice addition to the family.  It's not the best toy, but it is fun and educational.  I would definitely recommend it.  It's a great addition to any car collection.I purchased this for my 5 year old daughter as a Christmas present. She loves it!  She is a little rough with it, but she loves to",68
5,genuine,"Excellent book. Written with a lot  of fact and real knowledge. The author was a Catholic priest who had a lot to do with this subject. I've read this book a few times, and every time, I get really creeped  out. This book is not fiction, and you can tell.  I always come away with a desire to keep up my prayer life and keep going to mass. I'm going to look for his other books.",76
4,fake,I love the characters in this book and the writing. I also love how the characters are all different,19
3,fake,This scoop worked great at keeping my suction cups in place.  I have a large cup and a small cup.  I am using this scoop to scoop up a lot of suction cups.  It is a good size for a small cup.  I like the shape of the scoop.  I have a large scoop and a small scoop and,59
5,fake,"These Skechers Performance Women's Walking Shoes. The wide width makes them comfortable and they have a nice feel.I bought this for my son, who lives in the North Dakota area.  He's 5'3"" and it fits him perfectly.  He loves it!  He's not afraid of a woman wearing it, and it's a great addition to his wardrobe.  It's made of very high quality cotton and it's pretty strong",67
4,fake,I really love this series.  I love the characters and the history.  I would recommend this series.  Great job!I liked this book but the writing was a bit slow. The story was a little rushed.  I would have liked to see more,42
4,fake,Great big coloring book for my 9 yr old son. He loves it! He loves to throw the,18
4,genuine,"I admit to being a dog show addict, but this series should capture mystery lovers who wouldn't know a St Bernard from a Pekingese. Harbert explains enough about the ins and outs of the dog world for the reader to understand the plot without burying it in jargon. And the plot has enough suspense to keep the reader glued to all its twists and turns.

Jennifer, the narrator of the first three books, alternates with Sabrina, the teen-age rising star of the dog show world. This is partly because of Sabrina's  closeness in age to the teens and sub-teens showing their dogs in Junior Showmanship competition and also because there is just too much happening for Jennifer to narrate it all believably. Characters, human and canine, from the previous books develop their personalities and the backgrounds continue to be so clearly described that you feel you could walk into them.

The denouement follows smoothly from what has gone before. I have only one criticism of the ending and that relates to the dog show suspense, not the mystery. There is a plot thread left dangling and I, at least, want to know what happened.

I look forward to the next book to satisfy my curiosity as well as provide a good read.",212
4,fake,"Made our cats sick, not happy. But we decided to try this for a couple of weeks.",17
5,fake,"I am very picky about what I eat.  I've tried a lot of foods and the results have always been the same.  I also have the Tumbler, which is great.  I have been in the market for a lot of different types of food.  I also love the 2-piece design and the fact that the lid holds a lot of food.  I love the fact that the handle is adjustable and that you can hold it down when you're done cooking.  I also love the fact that you can use the handle for stirring, or just for a quick shake of a bread.  I do like that it comes with a separate lid.  I'm very happy with the purchase!I love it!  I can't believe I've had it for a while now!  It's very",133
5,fake,"Although this product is not intended for the wide variety of people who love to eat in the kitchen. I had to replace a couple of the plastic pans, so it is not a big deal. The pan I received was one of the most cheaply made pans I have ever owned. I have used the most expensive pans in the past and I have never had any problems with the pans. I highly recommend this pan. It's an adorable piece of furniture. I have had it for a few years now, and it is just perfect. I have a spare bedroom, and it is perfect.",106
5,genuine,"This product is great, the light is a soft blue tone. It doesn't hurt your eyes when you wake up in the middle of the night. You can angle the fins on the night light, so the light is not all over the place. And as soon as Amazon has more in stock ill be getting a few more.",59
